frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.984184,  1, 0, 0, 0, 0, 0, 0, 0.207021, 0, 0, 0, 0, 0.500063, 0, 0.601194, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,  0.05,  0.984132,  1, 0, 0, 0, 0, 0, 0, 0.157706, 0, 0, 0, 0.0219764, 0.631115, 0, 0.618294, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,  0.1,  0.983352,  1, 0, 0, 0, 0, 0, 0, 0.0886994, 0, 0, 0, 0.0300248, 0.683045, 0, 0.576906, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,  0.15,  0.982691,  1, 0, 0, 0, 0, 0, 0, 0.0621835, 0, 0, 0, 0.0300248, 0.585906, 0, 0.499779, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,  0.2,  0.983662,  1, 0, 0, 0, 0, 0, 0, 0.0274899, 0, 0, 0, 0.0390296, 0.498144, 0, 0.390665, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,  0.25,  0.983128,  1, 0, 0.0482703, 0, 0, 0, 0, 0.0274899, 0, 0, 0, 0.105245, 0.405436, 0, 0.270631, 0.127146, 0.0940249, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,  0.3,  0.983859,  1, 0.0169779, 0.0482703, 0, 0, 0, 0, 0, 0, 0, 0, 0.145755, 0.459191, 0, 0.143868, 0.318181, 0.266404, 0.00275543, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,  0.35,  0.984177,  1, 0.032876, 0.10493, 0, 0.0392934, 0, 0, 0, 0, 0, 0, 0.177341, 0.460761, 0, 0.0389759, 0.516739, 0.436441, 0.00275543, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9,  0.4,  0.984303,  1, 0.0960547, 0.108303, 0, 0.0392934, 0, 0, 0.00253298, 0, 0, 0.0642837, 0.103078, 0.334852, 0, 0, 0.810632, 0.541991, 0.00275543, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10,  0.45,  0.98404,  1, 0.155574, 0.127678, 0, 0.0769451, 0, 0, 0.00253298, 0, 0, 0.0927069, 0.0625673, 0.15662, 0.0439266, 0, 1.14111, 0.65885, 0.00976481, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
11,  0.5,  0.984664,  1, 0.19018, 0.0710185, 0, 0.0376517, 0, 0, 0.00503067, 0, 0, 0.110043, 0, 0.00080126, 0.0577738, 0, 1.44778, 0.810347, 0.0229162, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
12,  0.55,  0.98465,  1, 0.127002, 0.0193747, 0, 0.0423725, 0, 0, 0.00249769, 0, 0, 0.0837996, 0, 0.0252506, 0.0784338, 0, 1.59439, 0.925085, 0.0428171, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
13,  0.6,  0.98419,  1, 0.070079, 0, 0, 0.00472084, 0, 0, 0.00249769, 0, 0, 0.0944406, 0, 0.0252506, 0.0570248, 0, 1.61822, 0.915423, 0.0527115, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
14,  0.65,  0.984439,  1, 0.0195743, 0, 0, 0.00472084, 0, 0, 0, 0, 0, 0.101855, 0, 0.0244494, 0.0516694, 0, 1.61696, 0.940088, 0.0539985, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
15,  0.7,  0.984303,  1, 0.048623, 0, 0, 0, 0, 0, 0, 0, 0, 0.0717905, 0, 0, 0.0310093, 0, 1.53846, 0.88366, 0.0496633, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
16,  0.75,  0.983909,  1, 0.0667042, 0, 0, 0, 0, 0, 0, 0, 0, 0.0575426, 0, 0.0361668, 0.00849178, 0, 1.48159, 0.828797, 0.0416995, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
17,  0.8,  0.98399,  1, 0.112967, 0, 0, 0, 0, 0, 0, 0, 0, 0.074449, 0, 0.1085, 0, 0, 1.46541, 0.674142, 0.0350863, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
