frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.982919,  1, 0, 0, 0, 0, 0, 0, 0.0593238, 0, 0, 0, 0, 0.0442716, 0, 0.0580074, 0, 0, 0.0178083, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,  0.05,  0.982844,  1, 0, 0, 0, 0, 0, 0, 0.0348146, 0, 0, 0, 0, 0.0239071, 0, 0.0320457, 0.0258843, 0, 0.0133172, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,  0.1,  0.982956,  1, 0, 0, 0, 0, 0, 0, 0.01504, 0, 0, 0, 0, 0.00914991, 0, 0.0170372, 0.040228, 0, 0.0104082, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,  0.15,  0.983016,  1, 0, 0, 0, 0, 0, 0, 0.0325834, 0, 0, 0, 0, 0, 0, 0.0264912, 0.0288667, 0, 0.0104082, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,  0.2,  0.983294,  1, 0, 0, 0, 0, 0, 0, 0.0483104, 0, 0, 0, 0, 0.00446595, 0, 0.0304537, 0.0143437, 0, 0.00334005, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,  0.25,  0.983254,  1, 0, 0, 0, 0, 0, 0, 0.0806756, 0, 0, 0, 0, 0.00446595, 0, 0.0321878, 0, 0, 0.000312948, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,  0.3,  0.983346,  1, 0, 0, 0, 0, 0, 0, 0.0718832, 0, 0, 0, 0, 0.0469457, 0, 0.045055, 0, 0, 0.000312948, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,  0.35,  0.982985,  1, 0, 0, 0, 0, 0, 0, 0.0639812, 0, 0, 0, 0, 0.0472739, 0.00942259, 0.0534902, 0, 0.0144628, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9,  0.4,  0.982915,  1, 0, 0, 0, 0, 0, 0, 0.0392371, 0, 0, 0, 0, 0.125131, 0.0208976, 0.0634851, 0, 0.0410752, 0.00302011, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10,  0.45,  0.983025,  1, 0, 0, 0, 0, 0, 0, 0.0248103, 0, 0, 0, 0, 0.259178, 0.0208976, 0.037259, 0, 0.0410752, 0.00302011, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11,  0.5,  0.983863,  1, 0, 0, 0, 0, 0, 0, 0.0076211, 0, 0, 0, 0.0238518, 0.37643, 0.011475, 0.0160561, 0.0554819, 0.0270095, 0.00302011, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12,  0.55,  0.983221,  1, 0.0483959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0238518, 0.343945, 0, 0, 0.161226, 0.0349428, 0.00653176, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13,  0.6,  0.983037,  1, 0.0483959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0238518, 0.219208, 0.0241257, 0, 0.269419, 0.0921811, 0.00653176, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14,  0.65,  0.983264,  1, 0.0702475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.155345, 0.0440296, 0, 0.350425, 0.196741, 0.00653176, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15,  0.7,  0.983408,  1, 0.0530849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.165485, 0.0659833, 0, 0.388208, 0.255305, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16,  0.75,  0.983401,  1, 0.0777437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0328505, 0.113696, 0.0418576, 0, 0.524356, 0.417511, 0.0103073, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17,  0.8,  0.982828,  1, 0.079477, 0.0446413, 0, 0, 0, 0, 0, 0, 0, 0, 0.133247, 0.134533, 0.029884, 0, 0.770894, 0.536597, 0.0103073, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
18,  0.85,  0.984012,  1, 0.120285, 0.052854, 0, 0, 0, 0, 0, 0, 0, 0, 0.256164, 0.0790205, 0.00793029, 0, 1.01829, 0.800781, 0.0302437, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
19,  0.9,  0.984084,  1, 0.221636, 0.052854, 0, 0, 0, 0, 0, 0, 0, 0, 0.335109, 0.100293, 0.00793029, 0, 1.22374, 0.9407, 0.0260826, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
20,  0.95,  0.984555,  1, 0.304859, 0.00821267, 0, 0.0272515, 0, 0, 0, 0, 0, 0, 0.352476, 0.0526447, 0, 0, 1.30063, 1.0699, 0.0289277, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
21,  1,  0.984604,  1, 0.347895, 0.043451, 0, 0.0956148, 0, 0, 0, 0, 0, 0, 0.367938, 0.0526447, 0, 0, 1.42151, 1.09241, 0.0125825, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
22,  1.05,  0.984542,  1, 0.372099, 0.0930497, 0, 0.184013, 0, 0, 0, 0, 0, 0, 0.382489, 0.0676326, 0.013143, 0, 1.43177, 1.13166, 0.00643637, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
23,  1.1,  0.984317,  1, 0.413533, 0.110965, 0, 0.241595, 0, 0, 0, 0, 0, 0, 0.40719, 0.0927959, 0.0153602, 0, 1.42215, 1.13092, 0.00359133, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
