frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.983119,  1, 1.61275, 0.411761, 0, 0, 0, 0.962198, 0, 0, 0.64231, 0.0596081, 0, 0, 0.441783, 0, 0, 1.11409, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0
2,  0.05,  0.983931,  1, 1.39174, 0.180256, 0, 0.095425, 0, 1.31243, 0, 0.149644, 0.687956, 0.0198694, 0, 0.050139, 0.33864, 0.0166846, 0, 0.944731, 0.0107201, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0
3,  0.1,  0.985647,  1, 1.02422, 0.0430019, 0, 0.095425, 0.0979635, 1.50508, 0, 0.484991, 0.789622, 0.0206458, 0.0025768, 0.132009, 0.191379, 0.0166846, 0.029996, 0.787326, 0.0230617, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
4,  0.15,  0.987495,  1, 0.588044, 0, 0.113202, 0.095425, 0.296352, 1.72751, 0, 0.943803, 0.89934, 0.152707, 0.0129047, 0.166003, 0.0540722, 0, 0.125655, 0.506064, 0.0213512, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
5,  0.2,  0.988036,  1, 0.170062, 0, 0.357115, 0, 0.627473, 2.01241, 0, 1.38289, 1.02199, 0.360728, 0.0326206, 0.234437, 0, 0, 0.155515, 0.364337, 0.0213512, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
6,  0.25,  0.987601,  1, 0, 0, 0.647852, 0, 0.911257, 2.46044, 0, 1.69842, 1.07953, 0.541359, 0.0300438, 0.192792, 0, 0, 0.12985, 0.150379, 0.00900963, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
7,  0.3,  0.986079,  1, 0, 0, 0.769204, 0, 1.19039, 2.84141, 0.0756233, 1.93913, 1.15707, 0.61699, 0.0197159, 0.158799, 0, 0.0118196, 0.034191, 0.0838301, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
8,  0.35,  0.985798,  1, 0, 0, 0.807662, 0, 1.35379, 3.03067, 0.155455, 2.07597, 1.21497, 0.609975, 0, 0.0980673, 0, 0.0748683, 0.00507242, 0, 0.0176212, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
9,  0.4,  0.984102,  1, 0, 0, 0.821379, 0, 1.49714, 3.16601, 0.313045, 2.18104, 1.24378, 0.659516, 0, 0.170745, 0, 0.143508, 0.0201259, 0, 0.0176212, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
10,  0.45,  0.98393,  1, 0, 0, 0.913363, 0, 1.5753, 3.29026, 0.472769, 2.26787, 1.20635, 0.752456, 0, 0.33871, 0, 0.20592, 0.058153, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
