frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.983174,  1, 0.0770037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375641, 0.0717025, 0, 0, 0, 0, 3.6067e-05, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,  0.05,  0.98378,  1, 0.141979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.236903, 0.194738, 0, 0, 0.0841738, 0, 1.20223e-05, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,  0.1,  0.983235,  1, 0.19809, 0.00584898, 0, 0.0158201, 0, 0, 0, 0, 0, 0.00914622, 0.11169, 0.205325, 0, 0, 0.0841738, 0.0215066, 0.0186452, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,  0.15,  0.983946,  1, 0.266781, 0.0185722, 0, 0.0158201, 0, 0, 0, 0, 0, 0.00914622, 0.0354282, 0.101339, 0, 0, 0.100403, 0.0215066, 0.0243985, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,  0.2,  0.983925,  1, 0.271527, 0.0185722, 0, 0.0158201, 0, 0, 0, 0, 0, 0.00914622, 0.0119808, 0.0739925, 0, 0.00752958, 0.0538481, 0.0753603, 0.0335735, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,  0.25,  0.983454,  1, 0.214933, 0.0127232, 0, 0.0177645, 0, 0, 0, 0, 0, 0.0444646, 0.0213071, 0.128865, 0, 0.0218387, 0.0538481, 0.0538537, 0.0149283, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,  0.3,  0.983759,  1, 0.122694, 0.000393698, 0, 0.0177645, 0, 0, 0, 0, 0, 0.133264, 0.00932629, 0.338574, 0, 0.0669142, 0.0376188, 0.0538537, 0.00917499, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,  0.35,  0.982927,  1, 0.0251842, 0.000393698, 0, 0.0177645, 0, 0, 0, 0, 0, 0.351423, 0.00932629, 0.416889, 0, 0.0751122, 0.121767, 0.0442497, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
9,  0.4,  0.982424,  1, 0, 0.000393698, 0, 0, 0, 0, 0.0448567, 0, 0.061603, 0.735177, 0, 0.391268, 0, 0.0844733, 0.570927, 0.310953, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
10,  0.45,  0.983485,  1, 0, 0, 0, 0, 0, 0, 0.0844411, 0, 0.0828542, 1.0161, 0, 0.285007, 0.0637634, 0.0746151, 1.11973, 0.449219, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0
11,  0.5,  0.983641,  1, 0, 0, 0, 0, 0, 0, 0.144422, 0, 0.148767, 1.20619, 0, 0.260386, 0.130633, 0.0588875, 1.60994, 0.613388, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0
12,  0.55,  0.982905,  1, 0, 0, 0, 0, 0, 0, 0.137662, 0, 0.1606, 1.17301, 0, 0.196646, 0.207344, 0.0352173, 1.80001, 0.530506, 0.00229389, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0
13,  0.6,  0.982064,  1, 0, 0, 0, 0, 0, 0, 0.101732, 0, 0.204176, 1.19533, 0, 0.0931985, 0.225306, 0, 1.92828, 0.525359, 0.00869522, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0
14,  0.65,  0.982055,  1, 0, 0, 0, 0, 0, 0, 0.0417508, 0, 0.23021, 1.16194, 0, 0, 0.25113, 0, 1.98872, 0.516854, 0.0304889, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0
15,  0.7,  0.981619,  1, 0, 0, 0, 0, 0, 0, 0, 0, 0.275844, 1.12457, 0, 0, 0.278083, 0, 2.01728, 0.59974, 0.0653812, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0
