frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.983733,  1, 0.283934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.106931, 0, 0, 0, 0, 0, 0.0252992, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,  0.05,  0.983961,  1, 0.378244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.158497, 0.0181982, 0, 0, 0.00547708, 0.0284651, 0.0119393, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,  0.1,  0.983953,  1, 0.437583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.163553, 0.0181982, 0, 0, 0.00547708, 0.0410898, 0.00510433, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,  0.15,  0.984006,  1, 0.453763, 0.0469789, 0, 0.00172473, 0, 0, 0, 0, 0, 0, 0.146228, 0.00936847, 0, 0, 0, 0.0314783, 0.00805106, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,  0.2,  0.983878,  1, 0.440584, 0.0831264, 0, 0.00172473, 0, 0, 0, 0, 0, 0, 0.118445, 0.012278, 0, 0, 0.0173493, 0.0126247, 0.021774, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,  0.25,  0.983334,  1, 0.421461, 0.0831264, 0, 0.00172473, 0, 0, 0, 0, 0, 0, 0.101746, 0.012278, 0, 0, 0.0173493, 0, 0.0472643, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,  0.3,  0.98337,  1, 0.385069, 0.0489443, 0, 0.00178286, 0, 0, 0, 0, 0, 0.031548, 0.075138, 0.0348282, 0, 0, 0.0173493, 0.123637, 0.0459641, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,  0.35,  0.983155,  1, 0.367141, 0.0127968, 0, 0.0239168, 0, 0, 0, 0, 0, 0.0494567, 0.0400213, 0.0225502, 0, 0, 0.0203095, 0.123637, 0.0437152, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9,  0.4,  0.982982,  1, 0.290799, 0.158987, 0, 0.0239168, 0, 0, 0, 0, 0, 0.18512, 0.01602, 0.143409, 0, 0.000870765, 0.0853951, 0.249884, 0.0166268, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10,  0.45,  0.982385,  1, 0.18291, 0.211265, 0, 0.022134, 0, 0, 0, 0, 0, 0.366313, 0, 0.175671, 0, 0.0445523, 0.0853951, 0.126247, 0.0149803, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
11,  0.5,  0.983242,  1, 0.058519, 0.211265, 0, 0, 0, 0, 0, 0, 0, 0.662494, 0, 0.312302, 0, 0.0906979, 0.132605, 0.156205, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
12,  0.55,  0.983226,  1, 0, 0.065075, 0, 0, 0, 0, 0, 0, 0.00896429, 0.813502, 0, 0.277769, 0, 0.145827, 0.159251, 0.0299578, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
13,  0.6,  0.982774,  1, 0, 0, 0, 0, 0, 0, 0.0228997, 0, 0.0355025, 0.895637, 0, 0.283098, 0.0408874, 0.15842, 0.27827, 0.0299578, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
14,  0.65,  0.983101,  1, 0, 0, 0, 0, 0, 0, 0.0831468, 0, 0.0643103, 0.883878, 0, 0.253567, 0.048354, 0.16097, 0.340812, 0.0322164, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
15,  0.7,  0.983537,  1, 0, 0, 0, 0, 0, 0, 0.122303, 0, 0.0956706, 0.942265, 0, 0.302093, 0.048354, 0.187732, 0.400187, 0.0796718, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
16,  0.75,  0.983366,  1, 0, 0, 0, 0, 0, 0, 0.122793, 0, 0.139632, 0.981611, 0, 0.347281, 0.0214675, 0.191615, 0.489536, 0.112835, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
17,  0.8,  0.981387,  1, 0, 0, 0, 0, 0, 0, 0.101403, 0, 0.166442, 1.0291, 0, 0.335386, 0.0564155, 0.173225, 0.59698, 0.101941, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
18,  0.85,  0.982198,  1, 0, 0, 0, 0, 0, 0, 0.129245, 0, 0.187925, 0.998002, 0, 0.248551, 0.0973632, 0.0904635, 0.707777, 0.0901981, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0
19,  0.9,  0.981908,  1, 0, 0, 0, 0.0649751, 0, 0, 0.158387, 0, 0.198356, 0.98797, 0, 0.146701, 0.164005, 0.0303055, 0.86823, 0.0825532, 0.00272877, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0
20,  0.95,  0.978054,  1, 0, 0, 0, 0.0649751, 0, 0, 0.186066, 0, 0.241308, 0.950227, 0, 0.0514969, 0.153009, 0, 1.00841, 0.0612959, 0.0340808, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0
21,  1,  0.97661,  1, 0, 0, 0, 0, 0, 0, 0.19961, 0, 0.29571, 0.936218, 0, 0, 0.0942546, 0, 1.13306, 0.000196882, 0.0940562, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0
