frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.98203,  1, 0.113238, 0.172255, 0, 0, 0, 0, 0.126532, 0, 0, 0.135021, 0.0012341, 0, 0, 0, 0, 0, 0.0108777, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,  0.05,  0.981833,  1, 0.0630797, 0.0574183, 0, 0, 0, 0, 0.0632456, 0, 0, 0.149892, 0.00437517, 0, 0.0198264, 0.000189235, 0, 0.0196482, 0.0447786, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,  0.1,  0.981801,  1, 0.0440526, 0, 0, 0, 0, 0, 0.0280741, 0, 0, 0.168456, 0.0039638, 0, 0.0253414, 0.0104243, 0.0122277, 0.0212954, 0.0570183, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,  0.15,  0.982229,  1, 0.0652998, 0, 0, 0.0594086, 0, 0, 0.0114164, 0, 0, 0.163394, 0.0039638, 0.0502859, 0.0253414, 0.0281176, 0.016418, 0.0292631, 0.0424229, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,  0.2,  0.982291,  1, 0.0447016, 0, 0, 0.0594086, 0, 0, 0.00700597, 0, 0, 0.215094, 0, 0.114515, 0.0569885, 0.0413634, 0.0947243, 0.0439841, 0.036553, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,  0.25,  0.981915,  1, 0.041851, 0.0205021, 0, 0.13225, 0, 0, 0, 0, 0, 0.231708, 0, 0.153911, 0.0514735, 0.0607182, 0.090177, 0.042337, 0.0206874, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,  0.3,  0.982366,  1, 0.0158683, 0.0205021, 0, 0.13517, 0, 0, 0, 0, 0, 0.256076, 0, 0.103626, 0.0727316, 0.0617465, 0.0859867, 0.0343693, 0.0200779, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,  0.35,  0.982232,  1, 0.0158683, 0.0205021, 0, 0.13517, 0, 0, 0, 0, 0, 0.290545, 0, 0.1118, 0.0212581, 0.0538618, 0.034312, 0.0473577, 0.00988896, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
9,  0.4,  0.9825,  1, 0, 0, 0, 0.0623292, 0, 0, 0, 0, 0, 0.296349, 0, 0.0979437, 0.0212581, 0.0242718, 0.0536395, 0.0473577, 0.00988896, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
10,  0.45,  0.982476,  1, 0, 0.0141108, 0, 0, 0, 0, 0, 0, 0, 0.371535, 0, 0.193239, 0.0228663, 0.00536106, 0.113685, 0.0473577, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
11,  0.5,  0.982321,  1, 0, 0.0141108, 0, 0, 0, 0, 0, 0, 0, 0.364306, 0, 0.225026, 0.0228663, 0, 0.0870533, 0.0277846, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
12,  0.55,  0.983105,  1, 0, 0.0141108, 0, 0, 0, 0, 0.00468354, 0, 0, 0.317476, 0.0464965, 0.210263, 0.0228663, 0, 0.078618, 0.0433295, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
13,  0.6,  0.982667,  1, 0.00231715, 0, 0, 0, 0, 0, 0.00468354, 0, 0, 0.203567, 0.107279, 0.121156, 0, 0, 0.029511, 0.0500897, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14,  0.65,  0.982617,  1, 0.00231715, 0, 0, 0, 0, 0, 0.00545085, 0, 0, 0.112043, 0.156478, 0.0273045, 0, 0, 0.0431527, 0.0355997, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15,  0.7,  0.982641,  1, 0.00231715, 0, 0, 0, 0, 0, 0.000767314, 0, 0, 0.0992101, 0.167382, 0.0217182, 0, 0, 0.0288048, 0.0216095, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16,  0.75,  0.982627,  1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0789783, 0.172201, 0.0155714, 0, 0, 0.0126743, 0.00466418, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
