frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.983048,  1, 0.485947, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0301922, 0, 0, 0, 1.39044, 1.50421, 0.069822, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
2,  0.05,  0.983023,  1, 0.405129, 0.0844489, 0, 0.0935355, 0, 0, 0, 0, 0, 0.210472, 0.0100641, 0, 0.0285408, 0, 1.27033, 1.34938, 0.023274, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
3,  0.1,  0.982237,  1, 0.243147, 0.0844489, 0, 0.0935355, 0, 0, 0, 0, 0, 0.394585, 0, 0.0108466, 0.0619614, 0, 1.17851, 1.21551, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0
4,  0.15,  0.98293,  1, 0.0479098, 0.0515537, 0, 0, 0, 0, 0, 0, 0, 0.432324, 0, 0.184306, 0.0619614, 0, 0.908034, 0.877591, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
5,  0.2,  0.982805,  1, 0.0113713, 0, 0, 0, 0, 0, 0, 0, 0, 0.283856, 0.0490878, 0.269824, 0.0334206, 0.0101342, 0.552402, 0.519445, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
6,  0.25,  0.981162,  1, 0.0113713, 0, 0, 0, 0, 0, 0, 0, 0, 0.0997419, 0.0490878, 0.432059, 0, 0.0529857, 0.180741, 0.151916, 0.00499111, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
7,  0.3,  0.982222,  1, 0.0113713, 0, 0, 0, 0, 0, 0.0203948, 0, 0, 0, 0.0490878, 0.466557, 0, 0.0781377, 0.0458136, 0.0231629, 0.00619081, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
8,  0.35,  0.9814,  1, 0, 0, 0, 0, 0, 0, 0.0408575, 0, 0, 0, 0.00250498, 0.623114, 0, 0.0680034, 0, 0, 0.0295399, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
9,  0.4,  0.980041,  1, 0, 0, 0, 0, 0, 0, 0.0593792, 0, 0, 0.0271502, 0.00250498, 0.656024, 3.8267e-05, 0.0275193, 0, 0, 0.0245488, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
10,  0.45,  0.980354,  1, 0, 0, 0, 0, 0, 0, 0.0555651, 0, 0, 0.0814507, 0, 0.617975, 0.000114801, 0.00710197, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
