frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.987427,  1, 0.718517, 0.0266076, 0.0328918, 0, 0, 0.567737, 0, 0, 0, 0, 0, 0, 0.0340348, 0, 0, 0.807924, 0.0163665, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
2,  0.05,  0.987466,  1, 0.722244, 0.0160022, 0.0589697, 0.0747406, 0, 0.640253, 0, 0, 0, 0, 0.0628528, 0.0385845, 0.0615661, 0, 0.0398889, 0.867838, 0.0823652, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0
3,  0.1,  0.988325,  1, 0.723038, 0.0266715, 0.107665, 0.0747406, 0, 0.6125, 0, 0, 0, 0, 0.134742, 0.0385845, 0.0502212, 0, 0.14839, 0.908484, 0.11907, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
4,  0.15,  0.98893,  1, 0.685526, 0.0266715, 0.0895227, 0.117012, 0, 0.730902, 0, 0, 0, 0, 0.122436, 0.0385845, 0.00445191, 0, 0.108501, 0.910279, 0.101132, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
5,  0.2,  0.98924,  1, 0.510966, 0.0195385, 0.106652, 0.0422714, 0, 0.651914, 0, 0, 0, 0, 0.088188, 0.11953, 0, 0, 0.124351, 0.741389, 0.0762158, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
6,  0.25,  0.989873,  1, 0.270666, 0, 0.276087, 0.0422714, 0.109339, 0.914344, 0, 0, 0, 0, 0.0354122, 0.250457, 0, 0, 0.0443689, 0.488356, 0.034055, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
7,  0.3,  0.988042,  1, 0.0749334, 0, 0.553765, 0, 0.362876, 1.00971, 0, 0.0125925, 0, 0, 0.0191138, 0.516396, 0, 0, 0.0680237, 0.159178, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
8,  0.35,  0.986513,  1, 0, 0, 0.815536, 0, 0.702814, 1.37422, 0, 0.0709679, 0, 0, 0.0191138, 0.586057, 0, 0.0482585, 0.101299, 0.0598443, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
9,  0.4,  0.984472,  1, 0, 0, 0.901904, 0, 0.999232, 1.52447, 0.0371976, 0.127387, 0, 0, 0, 0.823989, 0, 0.121033, 0.120632, 0.00292355, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
10,  0.45,  0.983159,  1, 0, 0, 0.937482, 0, 1.18148, 1.70191, 0.154045, 0.174303, 0, 0, 0, 0.848607, 0, 0.175708, 0.0969774, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
11,  0.5,  0.982031,  1, 0, 0, 0.947426, 0, 1.29067, 1.76273, 0.336537, 0.1536, 0, 0, 0, 0.965086, 0.00371887, 0.183785, 0.0478522, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
12,  0.55,  0.981512,  1, 0, 0, 0.931702, 0, 1.31253, 1.78367, 0.422669, 0.165368, 0, 0, 0, 0.990434, 0.00371887, 0.162906, 0.0105052, 0, 0.00767927, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
13,  0.6,  0.980691,  1, 0, 0, 0.878192, 0, 1.28427, 1.80059, 0.444083, 0.177467, 0, 0, 0, 0.908205, 0.00371887, 0.135378, 0.079836, 0.0492423, 0.00767927, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
14,  0.65,  0.980374,  1, 0, 0, 0.779236, 0, 1.22259, 1.81086, 0.414782, 0.214821, 0, 0, 0, 0.624985, 0, 0.0814399, 0.207992, 0.147727, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
