frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.955554,  1, 0, 0, 0, 0.40995, 0.0707235, 1.70695, 0, 0, 0.29329, 0.244246, 0, 0, 0, 0, 1.18352, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1
2,  0.05,  0.945853,  1, 0.15578, 0.10299, 0, 0.145621, 0.20446, 1.91641, 0, 0, 0.326068, 0.263985, 0, 0, 0, 0, 1.06585, 0.0912644, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1
3,  0.1,  0.942814,  1, 0.232074, 0.140013, 0, 0.0317407, 0.296234, 2.06468, 0, 0, 0.336265, 0.2095, 0, 0, 0, 0, 0.99073, 0.154673, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0
4,  0.15,  0.94215,  1, 0.190582, 0.0582447, 0, 0.0317407, 0.405618, 2.18222, 0, 0.117981, 0.361293, 0.13193, 0.0922285, 0, 0, 0, 0.935987, 0.0634085, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0
5,  0.2,  0.941185,  1, 0.129322, 0.037023, 0, 0.0227696, 0.603141, 2.37354, 0, 0.26697, 0.380594, 0.0819604, 0.299502, 0.0841959, 0, 0, 0.695334, 0.0634085, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0
6,  0.25,  0.943627,  1, 0.0530279, 0, 0.0592523, 0, 0.870395, 2.6644, 0, 0.590112, 0.436908, 0.05503, 0.582118, 0.0841959, 0, 0, 0.454531, 0, 0.0101543, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0
7,  0.3,  0.947408,  1, 0.00409621, 0, 0.225114, 0, 1.13027, 2.95648, 0, 0.750135, 0.463061, 0.0690923, 0.841044, 0.265635, 0, 0, 0.284816, 0, 0.0101543, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
8,  0.35,  0.956367,  1, 0.0154728, 0, 0.373812, 0, 1.37254, 3.07118, 0, 0.937113, 0.470194, 0.19387, 0.736398, 0.388528, 0, 0, 0.194505, 0, 0.0101543, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
9,  0.4,  0.96109,  1, 0.0550526, 0, 0.496477, 0, 1.58015, 3.01707, 0, 0.917448, 0.368161, 0.329336, 0.483632, 0.593158, 0, 0, 0.137911, 0.0658734, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
10,  0.45,  0.959432,  1, 0.0509564, 0, 0.493838, 0, 1.7589, 3.10408, 0, 0.955217, 0.245876, 0.432369, 0.250733, 0.814197, 0, 0, 0.0386564, 0.0902737, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
11,  0.5,  0.962837,  1, 0.0395798, 0, 0.5121, 0, 1.89092, 3.21078, 0.00959183, 1.08681, 0.180746, 0.554369, 0.148106, 1.13851, 0, 0, 0.0219908, 0.211893, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0
12,  0.55,  0.962195,  1, 0, 0, 0.424878, 0, 1.99966, 3.34318, 0.00959183, 1.14482, 0.201781, 0.650949, 0.118256, 1.53519, 0, 0.0244332, 0, 0.305792, 0.0526058, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0
13,  0.6,  0.96571,  1, 0.00272344, 0, 0.421536, 0, 2.05773, 3.42846, 0.048725, 1.15592, 0.219491, 0.674547, 0, 1.54974, 0.0523551, 0.0658374, 0, 0.516417, 0.0840392, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0
14,  0.65,  0.964504,  1, 0.0183685, 0, 0.437482, 0, 2.07566, 3.37526, 0.0857804, 1.01599, 0.17924, 0.597749, 0, 1.51992, 0.104314, 0.117531, 0.025479, 0.679207, 0.133283, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0
15,  0.7,  0.96613,  1, 0.0183685, 0, 0.479125, 0, 2.04826, 3.32156, 0.141694, 0.966409, 0.119354, 0.655256, 0, 1.38597, 0.159253, 0.134595, 0.0282509, 0.680144, 0.155825, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0
16,  0.75,  0.966358,  1, 0.0156451, 0, 0.478662, 0, 2.04508, 3.18671, 0.115373, 0.909782, 0.117945, 0.609976, 0, 1.43828, 0.106898, 0.099684, 0.02992, 0.547323, 0.193111, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0
17,  0.8,  0.968549,  1, 0, 0.0857292, 0.456898, 0, 2.02467, 3.13496, 0.0801046, 0.933626, 0.113062, 0.539372, 0, 1.40209, 0.0572629, 0.141237, 0.00444103, 0.390036, 0.177706, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0
18,  0.85,  0.967797,  1, 0, 0.0857292, 0.468496, 0, 2.02486, 3.14347, 0.0241915, 0.910042, 0.0952729, 0.450877, 0, 1.37029, 0.0316203, 0.137457, 0.00166916, 0.254432, 0.159778, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0
19,  0.9,  0.967866,  1, 0, 0.0857292, 0.445197, 0, 2.01777, 3.21806, 0.0610554, 0.998687, 0.0511314, 0.421378, 0, 1.41383, 0.0927021, 0.220518, 0, 0.152228, 0.121258, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0
20,  0.95,  0.968188,  1, 0, 0, 0.408355, 0, 2.03566, 3.48847, 0.149029, 1.07666, 0.0510302, 0.362833, 0, 1.53863, 0.183246, 0.268663, 0, 0, 0.0905994, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0
