frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.973576,  1, 0, 0, 0, 0, 0, 0.0052484, 0.348997, 0.274153, 0.75827, 0.802674, 0.070112, 2.09618, 0.331637, 1.82965, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0
2,  0.05,  0.975922,  1, 0, 0, 0, 0, 0, 0.146653, 0.342685, 0.155544, 0.800807, 0.66594, 0.0273935, 2.04984, 0.352912, 1.6987, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0
3,  0.1,  0.973358,  1, 0, 0.0433997, 0, 0, 0, 0.482693, 0.226353, 0.146233, 0.871098, 0.695282, 0.0040228, 1.88017, 0.384686, 1.53149, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0
4,  0.15,  0.972741,  1, 0.016312, 0.0433997, 0, 0, 0, 0.727485, 0.0936881, 0.107229, 0.92194, 0.789551, 0, 1.52267, 0.259004, 1.37223, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0
5,  0.2,  0.976524,  1, 0.217493, 0.0766112, 0, 0, 0, 0.681713, 0, 0.0820733, 0.89361, 0.977157, 0, 1.1223, 0.201514, 1.29164, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0
6,  0.25,  0.986138,  1, 0.558859, 0.194556, 0, 0.0560618, 0, 0.610456, 0, 0, 0.859099, 0.970819, 0, 0.593241, 0.176658, 1.15913, 0.32396, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0
7,  0.3,  0.975825,  1, 1.15964, 0.44031, 0, 0.14949, 0, 0.659119, 0, 0, 0.809862, 0.810903, 0, 0.296668, 0.176658, 0.819152, 0.786245, 0.13998, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
8,  0.35,  0.976699,  1, 1.5642, 0.407099, 0, 0.234478, 0, 1.03186, 0, 0, 0.789956, 0.574575, 0, 0.0208354, 0.117464, 0.409848, 1.06559, 0.198512, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
9,  0.4,  0.977735,  1, 1.66774, 0.245755, 0, 0.178416, 0, 1.04849, 0, 0, 0.797591, 0.313529, 0, 0.0208354, 0, 0.0996883, 1.01296, 0.465578, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
10,  0.45,  0.973647,  1, 1.1895, 0, 0, 0.0849878, 0, 1.14459, 0, 0, 0.783838, 0.241772, 0, 0, 0, 0, 0.84006, 0.708143, 0.0901216, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
11,  0.5,  0.970673,  1, 0.733027, 0, 0, 0, 0.0948131, 0.890335, 0, 0, 0.828959, 0.133914, 0, 0, 0, 0, 0.867273, 1.1351, 0.264537, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
12,  0.55,  0.964457,  1, 0.288122, 0, 0, 0, 0.225267, 1.00664, 0, 0, 0.908132, 0.104397, 0, 0.00418599, 0, 0, 1.01795, 1.43538, 0.712822, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0
13,  0.6,  0.961534,  1, 0.208626, 0, 0.212018, 0, 0.351967, 0.857602, 0, 0.0476323, 0.971147, 0, 0.0124679, 0.0757177, 0, 0, 1.18387, 1.50764, 1.76958, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1
14,  0.65,  0.963378,  1, 0.0593523, 0, 0.404799, 0, 0.358129, 0.805458, 0, 0.196434, 0.945057, 0.0322719, 0.0124679, 0.233199, 0, 0, 1.4115, 1.56391, 2.74196, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1
15,  0.7,  0.956128,  1, 0.0593523, 0, 0.570715, 0, 0.382627, 0.519979, 0.0254179, 0.338414, 0.910203, 0.0933091, 0.0926647, 0.423097, 0, 0, 1.49443, 1.56915, 3.05379, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1
16,  0.75,  0.963878,  1, 0, 0, 0.358697, 0, 0.459113, 0.556199, 0.223687, 0.454232, 0.930914, 0.219315, 0.203201, 0.497554, 0, 0, 1.58224, 1.72522, 2.32824, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1
17,  0.8,  0.961308,  1, 0, 0, 0.165916, 0, 0.624109, 0.703164, 0.376821, 0.430814, 1.03271, 0.29174, 0.269638, 0.467725, 0, 0, 1.57996, 1.68751, 1.43703, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1
18,  0.85,  0.962176,  1, 0, 0, 0, 0, 0.690071, 0.960749, 0.47781, 0.480176, 1.05539, 0.230702, 0.204512, 0.402153, 0, 0, 1.6212, 1.79074, 0.951513, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1
19,  0.9,  0.959773,  1, 0, 0, 0, 0, 0.662742, 1.11473, 0.379219, 0.574029, 1.08951, 0, 0.0452135, 0.385536, 0, 0, 1.63854, 2.02744, 0.823797, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1
