frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.973814,  1, 0, 0, 0.202751, 0.347897, 0, 0, 0.0819115, 0, 0, 0, 0, 0, 0, 0.114272, 0.0010998, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
2,  0.05,  0.972831,  1, 0, 0.100906, 0.290863, 0.115966, 0, 0.122135, 0.0363833, 0, 0, 0, 0, 0, 0, 0.0654046, 0.0003666, 0.0301927, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
3,  0.1,  0.97255,  1, 0, 0.124084, 0.366138, 0.0186648, 0, 0.152937, 0.0234164, 0, 0, 0, 0, 0, 0, 0.0424261, 0, 0.0301927, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
4,  0.15,  0.974155,  1, 0, 0.0445449, 0.421432, 0.0681591, 0, 0.141239, 0.0143369, 0, 0, 0, 0, 0, 0, 0.0151121, 0, 0.0906394, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
5,  0.2,  0.973338,  1, 0, 0.0341104, 0.445555, 0.108317, 0, 0.124567, 0.0143369, 0, 0, 0, 0, 0, 0, 0.0497885, 0, 0.0604467, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
6,  0.25,  0.973633,  1, 0, 0.0199166, 0.410824, 0.0896517, 0, 0.122486, 0, 0, 0, 0, 0, 0.033617, 0, 0.0600059, 0, 0.0604467, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
7,  0.3,  0.972166,  1, 0, 0.00898426, 0.401982, 0.0401574, 0, 0.0823952, 0, 0, 0, 0, 0, 0.234525, 0, 0.0851203, 0, 0.0504713, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
8,  0.35,  0.972422,  1, 0, 0.00898426, 0.478661, 0, 0, 0.101421, 0, 0, 0.0048004, 0, 0, 0.545113, 0, 0.0504439, 0.0769524, 0.0553874, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
9,  0.4,  0.973609,  1, 0, 0, 0.787556, 0, 0, 0.199771, 0, 0.0117015, 0.0260131, 0, 0.0928204, 0.796884, 0, 0.0251144, 0.145449, 0.0553874, 0.114634, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
10,  0.45,  0.973156,  1, 0, 0, 1.20603, 0, 0, 0.277919, 0, 0.0117015, 0.0317386, 0, 0.222323, 0.923671, 0, 0, 0.23382, 0.019685, 0.530839, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
