frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.983098,  1, 0, 0, 0, 0, 0, 0, 0.342869, 0, 0, 0, 0.0857279, 0.385566, 0, 0.584133, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,  0.05,  0.981781,  1, 0, 0, 0, 0, 0, 0, 0.243672, 0, 0, 0, 0.045556, 0.361862, 0, 0.485866, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3,  0.1,  0.98323,  1, 0, 0, 0, 0, 0, 0, 0.132014, 0, 0, 0, 0.01698, 0.279579, 0, 0.349021, 0, 0.0520469, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4,  0.15,  0.983238,  1, 0, 0, 0, 0, 0, 0, 0.0592877, 0, 0, 0, 0.0409385, 0.182072, 0, 0.193518, 0.0837408, 0.129572, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,  0.2,  0.983805,  1, 0, 0, 0, 0, 0, 0, 0.00771257, 0, 0, 0, 0.113963, 0.125836, 0, 0.0578661, 0.219034, 0.27712, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,  0.25,  0.984149,  1, 0, 0, 0, 0, 0, 0, 0.00508185, 0, 0, 0, 0.141095, 0.182846, 0, 0.00164928, 0.272038, 0.413416, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7,  0.3,  0.984285,  1, 0.149114, 0, 0, 0, 0, 0, 0.00508185, 0, 0, 0.0228562, 0.100156, 0.185765, 0.0638207, 0.00164928, 0.367509, 0.335892, 0.00704719, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8,  0.35,  0.967352,  1, 0.308566, 0, 0, 0.0232093, 0, 0, 0, 0, 0, 0.0228562, 0.0271319, 0.139433, 0.0855079, 0.00164928, 0.437264, 0.195431, 0.0254354, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
9,  0.4,  0.968601,  1, 0.439575, 0.0194064, 0, 0.102205, 0, 0, 0, 0, 0, 0.0244304, 0, 0.0361853, 0.134797, 0, 0.594769, 0.00708781, 0.03414, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
10,  0.45,  0.971635,  1, 0.431847, 0.0194064, 0, 0.102205, 0, 0, 0, 0, 0, 0.0340747, 0, 0.00256235, 0.0822827, 0, 0.648252, 0.089334, 0.0438886, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
11,  0.5,  0.970816,  1, 0.463159, 0.0819182, 0, 0.0789959, 0, 0, 0, 0, 0, 0.0340747, 0, 0, 0.0605955, 0, 0.66911, 0.141912, 0.0404121, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
12,  0.55,  0.971099,  1, 0.519887, 0.120906, 0, 0, 0, 0, 0, 0, 0, 0.0325006, 0, 0, 0.0113063, 0, 0.70484, 0.22666, 0.0518494, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
13,  0.6,  0.970324,  1, 0.563208, 0.175183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.738721, 0.254244, 0.0604254, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
