frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.961988,  1, 0, 0, 0, 0, 0, 0.115333, 0, 0, 0, 0, 0, 0, 0.241838, 0.0871034, 0.387037, 0.025504, 0.0289869, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
2,  0.05,  0.963577,  1, 0, 0, 0, 0, 0, 0.0384444, 0.012342, 0, 0, 0, 0, 0.00217292, 0.221042, 0.0432617, 0.340184, 0.00850133, 0.0236387, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
3,  0.1,  0.962287,  1, 0, 0, 0, 0, 0, 0, 0.0380817, 0, 0, 0, 0, 0.00217292, 0.152016, 0.0142273, 0.317683, 0.039273, 0.0139764, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
4,  0.15,  0.963572,  1, 0, 0, 0, 0, 0, 0, 0.0257397, 0, 0, 0, 0, 0.0548132, 0.0959637, 0.0113982, 0.381841, 0.118357, 0.00811818, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
5,  0.2,  0.96415,  1, 0, 0, 0, 0, 0, 0.0171689, 0.0257397, 0, 0, 0, 0, 0.0526403, 0.0429435, 0.0142327, 0.319072, 0.118357, 0.00644265, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
6,  0.25,  0.962342,  1, 0, 0, 0, 0, 0, 0.0171689, 0.00183804, 0, 0, 0, 0, 0.0539655, 0.0313567, 0.0300826, 0.259719, 0.196269, 0.00771651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
7,  0.3,  0.961657,  1, 0, 0, 0, 0, 0, 0.0171689, 0.0102703, 0, 0, 0, 0, 0.00132524, 0, 0.025282, 0.226455, 0.215084, 0.00127386, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
8,  0.35,  0.963193,  1, 0, 0, 0, 0.0736484, 0, 0, 0.0447648, 0, 0, 0, 0, 0.078941, 0, 0.01585, 0.22829, 0.27181, 0.0079403, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
9,  0.4,  0.965376,  1, 0.00405695, 0, 0, 0.0736484, 0, 0, 0.0461579, 0, 0, 0, 0, 0.15825, 0, 0.0058147, 0.181132, 0.229419, 0.0266045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
10,  0.45,  0.9646,  1, 0.116997, 0, 0, 0.0736484, 0, 0, 0.0377257, 0, 0, 0, 0, 0.369929, 0, 0.0058147, 0.0619385, 0.176402, 0.0266045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
11,  0.5,  0.966403,  1, 0.358206, 0, 0, 0, 0, 0, 0.00323116, 0, 0, 0, 0.194802, 0.410607, 0, 0.0058147, 0, 0.119676, 0.0219213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0
12,  0.55,  0.966089,  1, 0.676974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.495526, 0.434055, 0, 0, 0, 0.0448831, 0.00198319, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0
13,  0.6,  0.968012,  1, 0.981697, 0.0312854, 0, 0, 0, 0, 0, 0, 0, 0, 0.78681, 0.401605, 0, 0, 0.0216707, 0.0179931, 0.00198319, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0
14,  0.65,  0.966635,  1, 1.2123, 0.0592804, 0, 0, 0, 0, 0, 0, 0, 0, 0.95653, 0.44592, 0, 0, 0.0216707, 0.0179931, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0
15,  0.7,  0.966359,  1, 1.47231, 0.193319, 0, 9.40741e-05, 0, 0, 0, 0, 0, 0, 1.00574, 0.528176, 0, 0, 0.0216707, 0.0745577, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0
16,  0.75,  0.965862,  1, 1.75647, 0.3433, 0, 0.124195, 0, 0, 0, 0, 0, 0, 1.09122, 0.453014, 0, 0, 0.0294965, 0.0831101, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0
17,  0.8,  0.964227,  1, 2.10546, 0.543797, 0, 0.372302, 0, 0, 0, 0, 0, 0, 1.13029, 0.312202, 0, 0, 0.0884896, 0.0796363, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0
