frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.949291,  1, 0.120386, 0.30914, 0.513284, 0.236679, 0.0607957, 0.837221, 0, 0, 0.206438, 0.432991, 0, 0, 0, 0, 0.20527, 0.0462338, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
2,  0.05,  0.95204,  1, 0.0401285, 0.103047, 0.367571, 0.139834, 0.135115, 0.999224, 0, 0, 0.118662, 0.441787, 0, 0.055205, 0, 0, 0.0684235, 0.0154113, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
3,  0.1,  0.955409,  1, 0.0606393, 0, 0.528525, 0.0609409, 0.279881, 1.38083, 0, 0, 0.0498489, 0.33434, 0, 0.055205, 0.0705192, 0.0227816, 0.00953213, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
4,  0.15,  0.957703,  1, 0.0927342, 0, 0.629614, 0, 0.506831, 1.9387, 0, 0, 0.0434751, 0.199063, 0, 0.055205, 0.100978, 0.0227816, 0.0149055, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
5,  0.2,  0.960451,  1, 0.122344, 0.0121994, 0.782936, 0, 0.653364, 2.25307, 0, 0, 0.0291007, 0.117986, 0, 0.00332051, 0.101193, 0.0351723, 0.0149055, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
6,  0.25,  0.962837,  1, 0.120253, 0.0616746, 0.73731, 0, 0.749461, 2.42307, 0.020659, 0, 0.0291007, 0.12533, 0, 0.0329201, 0.0422284, 0.0123907, 0.0493737, 0.0657964, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
7,  0.3,  0.960017,  1, 0.0941255, 0.0616746, 0.79076, 0, 0.75079, 2.50302, 0.020659, 0, 0.00376203, 0.106008, 0, 0.105814, 0.0587899, 0.0123907, 0.0611215, 0.0657964, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
8,  0.35,  0.957946,  1, 0.0645157, 0.0494752, 0.753246, 0.0196912, 0.720908, 2.43866, 0.0207981, 0, 0, 0.0770607, 0, 0.102493, 0.0585743, 0, 0.198607, 0.126093, 0.0259029, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
9,  0.4,  0.9636,  1, 0.0059671, 0, 0.784415, 0.0196912, 0.670627, 2.57845, 0.000139104, 0, 0, 0.0328334, 0.0238268, 0.187987, 0.0470198, 0, 0.208859, 0.125192, 0.0259029, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
10,  0.45,  0.962178,  1, 0, 0, 0.75087, 0.0196912, 0.582051, 2.66684, 0.0153237, 0, 0, 0, 0.18843, 0.312524, 0, 0.0278341, 0.249178, 0.239311, 0.0517485, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
11,  0.5,  0.967321,  1, 0, 0, 0.775364, 0, 0.505245, 2.93957, 0.02919, 0, 0, 0, 0.217304, 0.619346, 0, 0.0530528, 0.111692, 0.215041, 0.0485588, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
12,  0.55,  0.968262,  1, 0, 0, 0.718606, 0, 0.432875, 2.8626, 0.0521767, 0, 0, 0, 0.299008, 0.731729, 0, 0.0894843, 0.0574395, 0.346778, 0.072066, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
13,  0.6,  0.972316,  1, 0, 0, 0.853471, 0, 0.398824, 2.82227, 0.0626236, 0, 0, 0, 0.134405, 0.712329, 0, 0.0616502, 0.0737585, 0.354597, 0.0473385, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
14,  0.65,  0.970726,  1, 0, 0, 0.830676, 0, 0.400523, 2.80289, 0.0486181, 0.0565991, 0, 0.0111988, 0.117473, 0.603187, 0, 0.0893869, 0.177788, 0.503288, 0.03575, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
15,  0.7,  0.970796,  1, 0.000658227, 0, 0.822619, 0, 0.418862, 2.98447, 0.0256314, 0.0961614, 0, 0.0111988, 0.171091, 0.681786, 0, 0.0824715, 0.184678, 0.478346, 0.0452018, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
16,  0.75,  0.970853,  1, 0.00197468, 0, 0.758334, 0, 0.470446, 3.22522, 0, 0.118687, 0, 0, 0.477448, 0.918228, 0, 0.088548, 0.0206682, 0.51507, 0.0988773, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0
